O*NET-SOC Code,Skill,Importance,Title
43-4061.00,Operations Analysis,1.12,"Eligibility Interviewers, Government Programs"
25-3041.00,Quality Control Analysis,1.12,Tutors
19-5012.00,Equipment Selection,1.12,Occupational Health and Safety Technicians
43-4061.00,Technology Design,1.12,"Eligibility Interviewers, Government Programs"
19-3022.00,Operation and Control,1.12,Survey Researchers
13-1199.05,Installation,1.12,Sustainability Specialists
13-1199.05,Equipment Selection,1.12,Sustainability Specialists
49-9098.00,Science,1.12,"Helpers--Installation, Maintenance, and Repair Workers"
29-2057.00,Management of Financial Resources,1.12,Ophthalmic Medical Technicians
43-6013.00,Quality Control Analysis,1.12,Medical Secretaries and Administrative Assistants
39-3092.00,Equipment Selection,1.12,Costume Attendants
39-3093.00,Equipment Selection,1.12,"Locker Room, Coatroom, and Dressing Room Attendants"
15-1255.01,Troubleshooting,1.12,Video Game Designers
51-4031.00,Programming,1.12,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
19-3032.00,Equipment Selection,1.12,Industrial-Organizational Psychologists
53-3031.00,Operations Analysis,1.12,Driver/Sales Workers
13-1199.06,Installation,1.12,Online Merchants
29-2061.00,Equipment Selection,1.12,Licensed Practical and Licensed Vocational Nurses
25-1042.00,Operation and Control,1.12,"Biological Science Teachers, Postsecondary"
13-1199.04,Operation and Control,1.12,Business Continuity Planners
19-3033.00,Troubleshooting,1.12,Clinical and Counseling Psychologists
31-9094.00,Management of Material Resources,1.12,Medical Transcriptionists
25-4012.00,Equipment Selection,1.12,Curators
43-4081.00,Operation and Control,1.12,"Hotel, Motel, and Resort Desk Clerks"
29-1129.01,Troubleshooting,1.12,Art Therapists
11-3031.01,Operation and Control,1.12,Treasurers and Controllers
29-1123.00,Installation,1.12,Physical Therapists
39-3012.00,Operations Analysis,1.12,Gambling and Sports Book Writers and Runners
13-1151.00,Operation and Control,1.12,Training and Development Specialists
47-3014.00,Installation,1.12,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
51-8012.00,Installation,1.12,Power Distributors and Dispatchers
25-1051.00,Troubleshooting,1.12,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
53-7021.00,Science,1.12,Crane and Tower Operators
25-3011.00,Management of Material Resources,1.12,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
43-4041.00,Science,1.12,"Credit Authorizers, Checkers, and Clerks"
51-8092.00,Installation,1.12,Gas Plant Operators
13-1151.00,Equipment Selection,1.12,Training and Development Specialists
47-3014.00,Management of Material Resources,1.12,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
25-1032.00,Equipment Selection,1.12,"Engineering Teachers, Postsecondary"
25-3011.00,Management of Financial Resources,1.12,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
25-3011.00,Quality Control Analysis,1.12,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
43-6013.00,Science,1.12,Medical Secretaries and Administrative Assistants
29-2055.00,Programming,1.12,Surgical Technologists
29-1127.00,Management of Material Resources,1.12,Speech-Language Pathologists
11-9121.01,Equipment Selection,1.12,Clinical Research Coordinators
49-9097.00,Operations Analysis,1.12,Signal and Track Switch Repairers
47-3013.00,Technology Design,1.12,Helpers--Electricians
25-4012.00,Installation,1.12,Curators
51-9195.05,Programming,1.12,"Potters, Manufacturing"
13-2011.00,Troubleshooting,1.12,Accountants and Auditors
15-1299.01,Equipment Maintenance,1.12,Web Administrators
29-1128.00,Repairing,1.12,Exercise Physiologists
17-2199.10,Equipment Maintenance,1.12,Wind Energy Engineers
47-2221.00,Science,1.12,Structural Iron and Steel Workers
47-3013.00,Management of Financial Resources,1.12,Helpers--Electricians
47-3014.00,Mathematics,1.12,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
19-5011.00,Equipment Maintenance,1.12,Occupational Health and Safety Specialists
39-3021.00,Technology Design,1.12,Motion Picture Projectionists
15-1299.01,Repairing,1.12,Web Administrators
31-9094.00,Operation and Control,1.12,Medical Transcriptionists
27-2031.00,Technology Design,1.12,Dancers
47-3014.00,Science,1.12,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
27-2042.00,Repairing,1.12,Musicians and Singers
15-2099.01,Equipment Maintenance,1.12,Bioinformatics Technicians
51-4052.00,Installation,1.12,"Pourers and Casters, Metal"
19-2041.00,Equipment Selection,1.12,"Environmental Scientists and Specialists, Including Health"
43-3031.00,Technology Design,1.12,"Bookkeeping, Accounting, and Auditing Clerks"
37-3011.00,Installation,1.12,Landscaping and Groundskeeping Workers
45-4021.00,Systems Analysis,1.12,Fallers
39-9011.00,Science,1.12,Childcare Workers
15-1243.01,Equipment Maintenance,1.12,Data Warehousing Specialists
25-2057.00,Equipment Selection,1.12,"Special Education Teachers, Middle School"
49-9094.00,Operations Analysis,1.12,Locksmiths and Safe Repairers
15-1299.09,Operation and Control,1.12,Information Technology Project Managers
47-2142.00,Installation,1.12,Paperhangers
45-2011.00,Equipment Selection,1.12,Agricultural Inspectors
49-3022.00,Programming,1.12,Automotive Glass Installers and Repairers
33-3052.00,Science,1.12,Transit and Railroad Police
19-2041.01,Quality Control Analysis,1.12,Climate Change Policy Analysts
43-4161.00,Science,1.12,"Human Resources Assistants, Except Payroll and Timekeeping"
29-1071.00,Equipment Selection,1.12,Physician Assistants
43-6011.00,Equipment Selection,1.12,Executive Secretaries and Executive Administrative Assistants
51-6092.00,Equipment Maintenance,1.12,Fabric and Apparel Patternmakers
11-3071.04,Science,1.12,Supply Chain Managers
43-9041.00,Technology Design,1.12,Insurance Claims and Policy Processing Clerks
45-4022.00,Installation,1.12,Logging Equipment Operators
43-3041.00,Management of Material Resources,1.12,Gambling Cage Workers
43-6011.00,Repairing,1.12,Executive Secretaries and Executive Administrative Assistants
47-4051.00,Operations Analysis,1.12,Highway Maintenance Workers
37-3011.00,Management of Financial Resources,1.12,Landscaping and Groundskeeping Workers
15-2099.01,Repairing,1.12,Bioinformatics Technicians
53-6011.00,Programming,1.12,Bridge and Lock Tenders
53-7061.00,Programming,1.12,Cleaners of Vehicles and Equipment
15-1243.01,Repairing,1.12,Data Warehousing Specialists
43-4171.00,Operations Analysis,1.12,Receptionists and Information Clerks
47-4091.00,Science,1.12,Segmental Pavers
25-2051.00,Equipment Selection,1.12,"Special Education Teachers, Preschool"
51-3023.00,Operations Analysis,1.12,Slaughterers and Meat Packers
25-1011.00,Operation and Control,1.12,"Business Teachers, Postsecondary"
21-1012.00,Operations Analysis,1.12,"Educational, Guidance, and Career Counselors and Advisors"
51-9194.00,Science,1.12,Etchers and Engravers
13-1074.00,Equipment Selection,1.12,Farm Labor Contractors
13-1021.00,Repairing,1.12,"Buyers and Purchasing Agents, Farm Products"
27-1011.00,Operation and Control,1.12,Art Directors
53-6011.00,Technology Design,1.12,Bridge and Lock Tenders
43-3041.00,Operations Analysis,1.12,Gambling Cage Workers
53-6011.00,Operations Analysis,1.12,Bridge and Lock Tenders
17-2071.00,Operation and Control,1.12,Electrical Engineers
43-3031.00,Operation and Control,1.12,"Bookkeeping, Accounting, and Auditing Clerks"
51-6092.00,Science,1.12,Fabric and Apparel Patternmakers
47-4051.00,Programming,1.12,Highway Maintenance Workers
43-3031.00,Quality Control Analysis,1.12,"Bookkeeping, Accounting, and Auditing Clerks"
51-9022.00,Installation,1.12,"Grinding and Polishing Workers, Hand"
39-7011.00,Operation and Control,1.12,Tour Guides and Escorts
43-4151.00,Science,1.12,Order Clerks
35-9031.00,Technology Design,1.12,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
35-9031.00,Operation and Control,1.12,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
15-2099.01,Troubleshooting,1.12,Bioinformatics Technicians
51-7021.00,Science,1.12,Furniture Finishers
21-1093.00,Troubleshooting,1.12,Social and Human Service Assistants
39-7012.00,Repairing,1.12,Travel Guides
39-9011.00,Operations Analysis,1.12,Childcare Workers
19-2041.00,Equipment Maintenance,1.12,"Environmental Scientists and Specialists, Including Health"
13-2071.00,Management of Material Resources,1.12,Credit Counselors
11-3111.00,Science,1.12,Compensation and Benefits Managers
43-4141.00,Management of Material Resources,1.12,New Accounts Clerks
13-1081.00,Operation and Control,1.12,Logisticians
33-3051.00,Equipment Maintenance,1.12,Police and Sheriff's Patrol Officers
39-9011.01,Troubleshooting,1.12,Nannies
29-9092.00,Management of Material Resources,1.12,Genetic Counselors
25-9031.00,Equipment Selection,1.12,Instructional Coordinators
13-2053.00,Quality Control Analysis,1.12,Insurance Underwriters
43-9041.00,Troubleshooting,1.12,Insurance Claims and Policy Processing Clerks
51-3021.00,Programming,1.12,Butchers and Meat Cutters
53-7062.04,Science,1.12,Recycling and Reclamation Workers
37-2012.00,Operations Analysis,1.12,Maids and Housekeeping Cleaners
53-6031.00,Programming,1.12,Automotive and Watercraft Service Attendants
19-2041.03,Installation,1.12,Industrial Ecologists
29-1211.00,Programming,1.12,Anesthesiologists
53-6011.00,Science,1.12,Bridge and Lock Tenders
33-3011.00,Operations Analysis,1.12,Bailiffs
29-1141.04,Installation,1.12,Clinical Nurse Specialists
11-3012.00,Equipment Selection,1.12,Administrative Services Managers
33-3011.00,Programming,1.12,Bailiffs
29-1141.02,Troubleshooting,1.12,Advanced Practice Psychiatric Nurses
15-2099.01,Operation and Control,1.12,Bioinformatics Technicians
51-7021.00,Programming,1.12,Furniture Finishers
53-6011.00,Management of Material Resources,1.12,Bridge and Lock Tenders
51-9031.00,Equipment Selection,1.12,"Cutters and Trimmers, Hand"
51-9195.00,Science,1.12,"Molders, Shapers, and Casters, Except Metal and Plastic"
29-9092.00,Quality Control Analysis,1.12,Genetic Counselors
47-4031.00,Installation,1.12,Fence Erectors
43-9041.00,Science,1.12,Insurance Claims and Policy Processing Clerks
51-9031.00,Equipment Maintenance,1.12,"Cutters and Trimmers, Hand"
51-3022.00,Operations Analysis,1.12,"Meat, Poultry, and Fish Cutters and Trimmers"
43-3031.00,Science,1.12,"Bookkeeping, Accounting, and Auditing Clerks"
11-9013.00,Installation,1.08,"Farmers, Ranchers, and Other Agricultural Managers"
27-3023.00,Science,1.06,"News Analysts, Reporters, and Journalists"
27-3023.00,Troubleshooting,1.06,"News Analysts, Reporters, and Journalists"
19-4043.00,Installation,1.06,"Geological Technicians, Except Hydrologic Technicians"
13-2023.00,Equipment Selection,1.06,Appraisers and Assessors of Real Estate
53-4022.00,Installation,1.06,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
27-3023.00,Equipment Selection,1.06,"News Analysts, Reporters, and Journalists"
43-4041.00,Operations Monitoring,1.06,"Credit Authorizers, Checkers, and Clerks"
51-9071.00,Programming,1.06,Jewelers and Precious Stone and Metal Workers
11-3071.00,Repairing,1.04,"Transportation, Storage, and Distribution Managers"
27-3091.00,Equipment Selection,1.0,Interpreters and Translators
19-5012.00,Repairing,1.0,Occupational Health and Safety Technicians
45-2041.00,Equipment Maintenance,1.0,"Graders and Sorters, Agricultural Products"
21-1012.00,Equipment Selection,1.0,"Educational, Guidance, and Career Counselors and Advisors"
53-2031.00,Equipment Selection,1.0,Flight Attendants
31-9094.00,Management of Financial Resources,1.0,Medical Transcriptionists
53-2031.00,Installation,1.0,Flight Attendants
45-2041.00,Programming,1.0,"Graders and Sorters, Agricultural Products"
53-3031.00,Science,1.0,Driver/Sales Workers
47-2021.00,Programming,1.0,Brickmasons and Blockmasons
17-2081.00,Equipment Selection,1.0,Environmental Engineers
45-2041.00,Installation,1.0,"Graders and Sorters, Agricultural Products"
31-9094.00,Repairing,1.0,Medical Transcriptionists
27-3043.05,Installation,1.0,"Poets, Lyricists and Creative Writers"
31-9094.00,Troubleshooting,1.0,Medical Transcriptionists
31-9094.00,Equipment Maintenance,1.0,Medical Transcriptionists
31-9011.00,Repairing,1.0,Massage Therapists
11-9081.00,Installation,1.0,Lodging Managers
45-4022.00,Programming,1.0,Logging Equipment Operators
53-3032.00,Science,1.0,Heavy and Tractor-Trailer Truck Drivers
11-9121.00,Repairing,1.0,Natural Sciences Managers
11-9161.00,Installation,1.0,Emergency Management Directors
27-3091.00,Repairing,1.0,Interpreters and Translators
21-1014.00,Repairing,1.0,Mental Health Counselors
31-2021.00,Installation,1.0,Physical Therapist Assistants
17-2051.02,Repairing,1.0,Water/Wastewater Engineers
45-4023.00,Installation,1.0,Log Graders and Scalers
31-9095.00,Installation,1.0,Pharmacy Aides
53-3031.00,Equipment Selection,1.0,Driver/Sales Workers
17-2112.01,Equipment Maintenance,1.0,Human Factors Engineers and Ergonomists
43-9081.00,Management of Material Resources,1.0,Proofreaders and Copy Markers
53-2012.00,Installation,1.0,Commercial Pilots
53-3031.00,Installation,1.0,Driver/Sales Workers
27-3092.00,Management of Financial Resources,1.0,Court Reporters and Simultaneous Captioners
45-2091.00,Programming,1.0,Agricultural Equipment Operators
17-2111.02,Repairing,1.0,Fire-Prevention and Protection Engineers
43-9081.00,Management of Financial Resources,1.0,Proofreaders and Copy Markers
27-3091.00,Operation and Control,1.0,Interpreters and Translators
17-2051.02,Equipment Maintenance,1.0,Water/Wastewater Engineers
47-2022.00,Programming,1.0,Stonemasons
53-3031.00,Programming,1.0,Driver/Sales Workers
53-3052.00,Science,1.0,"Bus Drivers, Transit and Intercity"
43-9081.00,Repairing,1.0,Proofreaders and Copy Markers
17-2111.02,Equipment Maintenance,1.0,Fire-Prevention and Protection Engineers
11-9161.00,Equipment Selection,1.0,Emergency Management Directors
31-9091.00,Installation,1.0,Dental Assistants
11-9121.00,Equipment Maintenance,1.0,Natural Sciences Managers
11-9151.00,Equipment Maintenance,1.0,Social and Community Service Managers
11-9121.02,Equipment Maintenance,1.0,Water Resource Specialists
43-9111.00,Operation and Control,1.0,Statistical Assistants
27-3091.00,Installation,1.0,Interpreters and Translators
11-9151.00,Repairing,1.0,Social and Community Service Managers
45-2041.00,Repairing,1.0,"Graders and Sorters, Agricultural Products"
43-9111.00,Installation,1.0,Statistical Assistants
27-4011.00,Science,1.0,Audio and Video Technicians
17-2112.01,Installation,1.0,Human Factors Engineers and Ergonomists
43-9111.00,Equipment Selection,1.0,Statistical Assistants
21-1014.00,Equipment Selection,1.0,Mental Health Counselors
11-9121.02,Repairing,1.0,Water Resource Specialists
43-9111.00,Equipment Maintenance,1.0,Statistical Assistants
17-2111.02,Installation,1.0,Fire-Prevention and Protection Engineers
27-3092.00,Management of Material Resources,1.0,Court Reporters and Simultaneous Captioners
21-1014.00,Installation,1.0,Mental Health Counselors
21-1014.00,Operation and Control,1.0,Mental Health Counselors
21-1014.00,Equipment Maintenance,1.0,Mental Health Counselors
21-1012.00,Installation,1.0,"Educational, Guidance, and Career Counselors and Advisors"
19-5012.00,Installation,1.0,Occupational Health and Safety Technicians
21-1014.00,Troubleshooting,1.0,Mental Health Counselors
47-2022.00,Installation,1.0,Stonemasons
49-9045.00,Science,1.0,"Refractory Materials Repairers, Except Brickmasons"
45-2041.00,Technology Design,1.0,"Graders and Sorters, Agricultural Products"
43-9111.00,Troubleshooting,1.0,Statistical Assistants
